date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2018-05-29,Germany,Portugal,2,0,UEFA European Championship,Seoul,Mexico,False
2018-06-11,Argentina,Croatia,1,2,FIFA World Cup,London,Germany,False
2018-06-20,Ireland,Ghana,1,0,Africa Cup of Nations,Cairo,Germany,False
2018-06-20,Uruguay,Ireland,2,0,Friendly,Lagos,Mexico,False
2018-06-20,South Africa,Paraguay,1,2,Friendly,Los Angeles,Australia,False
2018-06-27,Germany,Czech Republic,1,3,AFC Asian Cup,Rome,Sweden,False
2018-07-03,Wales,Scotland,3,1,AFC Asian Cup,Lisbon,Brazil,True
2018-07-20,India,Cameroon,1,1,Friendly,London,Brazil,False
2018-07-27,Saudi Arabia,Netherlands,3,1,Copa America,Sao Paulo,Australia,True
2018-07-29,Scotland,Romania,1,2,CONCACAF Gold Cup,Mexico City,Portugal,False
2018-08-01,Brazil,Senegal,3,2,UEFA European Championship,Berlin,France,False
2018-08-01,Ireland,Peru,1,1,Africa Cup of Nations,Sao Paulo,Germany,False
2018-08-02,Greece,Czech Republic,2,0,UEFA Euro qualification,Mexico City,France,False
2018-08-04,Argentina,Hungary,0,0,Friendly,Seoul,Australia,False
2018-08-05,Saudi Arabia,Ireland,2,2,AFC Asian Cup,Buenos Aires,Mexico,True
2018-08-10,South Africa,South Korea,2,1,AFC Asian Cup,New York,Croatia,True
2018-08-10,Morocco,United States,0,0,UEFA European Championship,Mexico City,Nigeria,False
2018-08-18,Croatia,Netherlands,1,0,Friendly,Berlin,Spain,False
2018-08-26,Hungary,Colombia,3,2,UEFA European Championship,Mexico City,Brazil,False
2018-08-26,Hungary,Paraguay,2,2,Friendly,Madrid,Belgium,False
2018-09-20,New Zealand,England,3,0,Friendly,Amsterdam,Portugal,False
2018-09-24,Norway,Iraq,0,2,UEFA European Championship,Lagos,Japan,False
2018-09-27,Cameroon,Greece,3,3,Copa America,Madrid,United States,False
2018-09-30,Uruguay,Germany,2,2,AFC Asian Cup,Rome,France,False
2018-10-01,Romania,Argentina,2,1,Friendly,Lagos,France,False
2018-10-15,Paraguay,Belgium,1,3,Africa Cup of Nations,Tokyo,Italy,False
2018-10-21,Wales,Uruguay,1,2,AFC Asian Cup,London,Uruguay,False
2018-10-29,South Korea,Saudi Arabia,2,2,FIFA World Cup,Berlin,Netherlands,False
2018-11-11,Denmark,China,1,1,AFC Asian Cup,Sydney,Netherlands,False
2018-11-26,Poland,New Zealand,1,0,AFC Asian Cup,Los Angeles,Italy,True
2018-11-27,Brazil,United States,4,1,FIFA World Cup,Buenos Aires,Spain,False
2018-12-02,South Africa,England,1,2,Copa America,Rome,Sweden,False
2018-12-04,Russia,Netherlands,1,0,CONCACAF Gold Cup,Amsterdam,United States,False
2018-12-10,Egypt,Saudi Arabia,1,0,CONCACAF Gold Cup,Berlin,South Korea,False
2018-12-12,Uruguay,United States,1,0,FIFA World Cup qualification,Cairo,Netherlands,True
2018-12-12,Cameroon,Scotland,2,2,Africa Cup of Nations,New York,United States,False
2018-12-13,Scotland,France,3,2,Friendly,Buenos Aires,Spain,False
2018-12-13,Croatia,Morocco,3,1,Friendly,Lagos,Japan,False
2018-12-20,China,South Africa,1,3,UEFA Euro qualification,Tokyo,South Korea,False
2018-12-25,United States,Germany,1,0,FIFA World Cup,London,Spain,False
2018-12-30,Bolivia,Croatia,1,0,Copa America,Amsterdam,Nigeria,False
2019-01-03,France,Belgium,2,2,Friendly,Paris,Australia,False
2019-01-06,Czech Republic,Hungary,1,1,Friendly,Sao Paulo,Brazil,False
2019-01-10,England,Senegal,2,6,Friendly,New York,France,True
2019-01-10,Russia,Ghana,2,2,CONCACAF Gold Cup,Lagos,Argentina,False
2019-01-10,India,England,0,1,AFC Asian Cup,Los Angeles,Belgium,False
2019-01-17,Romania,Sweden,2,0,Copa America,Buenos Aires,South Korea,True
2019-01-19,Belgium,Colombia,0,1,Copa America,Lisbon,South Korea,False
2019-01-20,New Zealand,Chile,1,2,Friendly,Madrid,Argentina,False
2019-01-20,China,Mexico,3,0,Friendly,Montevideo,Mexico,True
2019-01-24,Japan,Greece,1,0,Friendly,Cairo,Sweden,False
2019-01-25,Russia,Poland,1,2,FIFA World Cup,Sao Paulo,Italy,True
2019-01-31,South Africa,Bolivia,1,1,FIFA World Cup,Buenos Aires,Nigeria,False
2019-01-31,Uruguay,Belgium,4,0,UEFA Euro qualification,London,Argentina,False
2019-02-03,Ireland,Senegal,2,1,UEFA European Championship,Cairo,Uruguay,True
2019-02-06,New Zealand,Peru,0,1,Africa Cup of Nations,New York,Belgium,True
2019-02-08,Brazil,Spain,1,2,Copa America,New York,Cameroon,False
2019-02-11,Sweden,Senegal,0,2,Friendly,Seoul,Nigeria,False
2019-02-12,South Korea,Ghana,0,2,Friendly,Berlin,Mexico,False
2019-02-15,Croatia,Scotland,0,3,AFC Asian Cup,Montevideo,Italy,False
2019-02-20,Denmark,Iraq,1,2,CONCACAF Gold Cup,Amsterdam,Brazil,True
2019-02-20,Russia,India,0,2,FIFA World Cup qualification,Sao Paulo,Australia,False
2019-02-21,Netherlands,Ghana,1,1,FIFA World Cup qualification,Paris,Nigeria,False
2019-03-10,Morocco,South Africa,0,0,Friendly,Los Angeles,Sweden,False
2019-03-14,Wales,Netherlands,3,1,UEFA Euro qualification,Rome,Netherlands,True
2019-03-24,Ireland,Nigeria,2,0,Copa America,Buenos Aires,France,False
2019-03-27,Chile,England,2,1,CONCACAF Gold Cup,New York,Japan,True
2019-03-27,Brazil,South Africa,0,3,Friendly,New York,Italy,False
2019-04-10,Hungary,Portugal,0,0,UEFA European Championship,Sydney,Mexico,False
2019-04-10,South Africa,Netherlands,0,1,Friendly,Buenos Aires,Japan,False
2019-04-12,India,Mexico,1,1,Friendly,Berlin,United States,False
2019-04-18,Denmark,Japan,2,1,AFC Asian Cup,Amsterdam,United States,False
2019-04-19,Mexico,Turkey,1,0,Copa America,Seoul,Cameroon,False
2019-04-21,France,Cameroon,0,2,UEFA European Championship,Amsterdam,South Korea,True
2019-04-23,Iran,Nigeria,0,2,Friendly,London,Nigeria,False
2019-05-08,England,Colombia,2,1,FIFA World Cup qualification,Lagos,Japan,False
2019-05-09,New Zealand,Romania,0,0,FIFA World Cup qualification,Lisbon,Uruguay,False
2019-05-10,France,Greece,1,1,Friendly,Mexico City,France,True
2019-05-20,Brazil,Ireland,3,0,Friendly,Buenos Aires,Nigeria,False
2019-05-20,South Africa,Japan,3,4,AFC Asian Cup,Sao Paulo,Spain,False
2019-05-23,India,Saudi Arabia,1,0,UEFA Euro qualification,Los Angeles,Cameroon,False
2019-06-06,Norway,Poland,0,1,Africa Cup of Nations,Lisbon,Germany,False
2019-06-09,Iran,United States,1,4,FIFA World Cup qualification,Amsterdam,Netherlands,False
2019-06-13,Croatia,United States,2,0,Friendly,Lisbon,Belgium,False
2019-06-14,New Zealand,Colombia,0,1,Copa America,Cairo,Australia,True
2019-06-16,Bolivia,Russia,0,0,Africa Cup of Nations,Rome,Mexico,True
2019-06-17,Russia,Sweden,4,2,FIFA World Cup qualification,Los Angeles,Croatia,False
2019-06-17,Ecuador,Paraguay,0,0,Friendly,Lisbon,Uruguay,False
2019-06-19,Russia,Chile,2,2,Friendly,Berlin,England,True
2019-06-24,Spain,Saudi Arabia,0,2,Copa America,Buenos Aires,France,False
2019-06-24,Sweden,Ireland,3,1,Africa Cup of Nations,Berlin,Uruguay,False
2019-06-30,Netherlands,Paraguay,1,3,FIFA World Cup,Mexico City,Belgium,False
2019-07-11,Egypt,Japan,0,0,CONCACAF Gold Cup,Lagos,Brazil,True
2019-07-13,Ecuador,Denmark,4,1,Friendly,Rome,France,True
2019-07-19,Argentina,New Zealand,1,1,Friendly,Mexico City,Germany,False
2019-07-20,Hungary,Greece,0,4,Friendly,Tokyo,Croatia,False
2019-07-24,France,Australia,2,1,FIFA World Cup,Tokyo,Sweden,False
2019-07-25,Denmark,Netherlands,1,1,UEFA European Championship,Sydney,Belgium,False
2019-07-26,Norway,Germany,1,0,UEFA Euro qualification,New York,Germany,False
2019-07-28,Saudi Arabia,Germany,0,1,Friendly,Paris,Japan,True
2019-08-05,Denmark,Mexico,1,0,FIFA World Cup,Sao Paulo,France,False
2019-08-13,Argentina,Senegal,0,1,AFC Asian Cup,Paris,Spain,False
2019-08-15,Ireland,Netherlands,1,0,AFC Asian Cup,New York,Nigeria,True
2019-08-15,Spain,England,3,0,CONCACAF Gold Cup,Tokyo,Japan,False
2019-08-29,Japan,Netherlands,1,0,Copa America,Amsterdam,Brazil,True
2019-09-19,United States,Argentina,2,1,UEFA European Championship,Seoul,Belgium,False
2019-09-21,India,Australia,1,1,FIFA World Cup,Cairo,Netherlands,False
2019-09-25,United States,South Africa,3,0,CONCACAF Gold Cup,Cairo,Uruguay,False
2019-09-25,China,Brazil,3,0,Friendly,Sydney,Australia,True
2019-09-30,South Korea,England,0,0,FIFA World Cup,Sao Paulo,Nigeria,True
2019-10-07,Ecuador,Peru,2,1,CONCACAF Gold Cup,Sao Paulo,Belgium,False
2019-10-09,Turkey,France,2,2,FIFA World Cup qualification,Lisbon,Sweden,True
2019-10-11,Denmark,Japan,1,1,CONCACAF Gold Cup,Mexico City,Netherlands,False
2019-10-19,New Zealand,Uruguay,4,2,Friendly,Buenos Aires,Netherlands,False
2019-10-21,India,Poland,4,1,FIFA World Cup,Lagos,Cameroon,True
2019-11-08,Paraguay,United States,2,1,UEFA European Championship,Cairo,Australia,False
2019-11-12,Wales,Morocco,4,1,Friendly,Amsterdam,Nigeria,False
2019-11-13,Egypt,Norway,0,1,UEFA Euro qualification,Amsterdam,Croatia,False
2019-11-14,Egypt,Turkey,1,0,Copa America,Cairo,Portugal,False
2019-11-17,Japan,Cameroon,1,0,UEFA European Championship,Berlin,Netherlands,False
2019-11-26,Colombia,South Africa,2,0,FIFA World Cup,Sao Paulo,South Korea,True
2019-12-05,England,Ireland,1,0,UEFA European Championship,Buenos Aires,Uruguay,False
2019-12-06,Czech Republic,Iran,2,2,Friendly,Lisbon,United States,False
2019-12-06,China,Iraq,3,1,Friendly,Paris,Brazil,False
2019-12-08,Saudi Arabia,Hungary,1,2,Copa America,Berlin,Cameroon,False
2019-12-17,Nigeria,Peru,5,2,Friendly,Sao Paulo,Mexico,False
2019-12-22,Sweden,Morocco,2,1,FIFA World Cup,Rome,Brazil,False
2019-12-30,Germany,Norway,2,4,Friendly,Amsterdam,Italy,False
2020-01-04,Norway,Saudi Arabia,0,1,UEFA European Championship,Madrid,Mexico,False
2020-01-08,Russia,Italy,1,1,Friendly,Sydney,United States,False
2020-01-09,Ecuador,Wales,2,0,AFC Asian Cup,Berlin,Netherlands,False
2020-01-11,Hungary,Peru,2,1,FIFA World Cup qualification,Sao Paulo,Sweden,True
2020-01-11,New Zealand,Japan,4,2,Friendly,Seoul,Sweden,False
2020-01-30,Cameroon,Belgium,0,1,FIFA World Cup qualification,Los Angeles,Italy,False
2020-02-02,New Zealand,Bolivia,3,1,FIFA World Cup,Montevideo,Belgium,True
2020-02-03,Australia,Ireland,1,0,Friendly,Mexico City,United States,False
2020-02-12,Ghana,New Zealand,0,1,Friendly,Los Angeles,Argentina,False
2020-02-16,New Zealand,Argentina,3,0,AFC Asian Cup,Lisbon,United States,False
2020-02-20,Germany,Iraq,2,0,Friendly,Buenos Aires,England,False
2020-02-28,Greece,Wales,2,1,Copa America,Montevideo,Belgium,False
2020-03-09,Germany,Ghana,1,1,Africa Cup of Nations,Los Angeles,Spain,True
2020-03-11,Belgium,New Zealand,1,2,Copa America,Rome,Argentina,False
2020-03-14,Hungary,Peru,2,0,UEFA Euro qualification,Seoul,France,True
2020-03-24,Saudi Arabia,Senegal,1,2,CONCACAF Gold Cup,Madrid,Spain,False
2020-03-26,Colombia,Morocco,4,0,Friendly,Amsterdam,Japan,False
2020-04-16,South Africa,Turkey,4,1,UEFA Euro qualification,Buenos Aires,Australia,False
2020-04-19,Croatia,Germany,1,1,Friendly,Buenos Aires,Brazil,False
2020-04-24,Iraq,United States,3,1,UEFA Euro qualification,Los Angeles,Croatia,True
2020-05-05,Brazil,Turkey,0,1,Friendly,Berlin,United States,True
2020-05-18,Colombia,Mexico,1,1,AFC Asian Cup,Rome,Brazil,False
2020-05-23,Romania,Iraq,1,1,UEFA Euro qualification,New York,Portugal,True
2020-05-31,Hungary,Norway,0,5,Friendly,Rome,Brazil,True
2020-06-01,Brazil,Spain,4,0,Friendly,Lisbon,Sweden,False
2020-06-01,Bolivia,Ecuador,0,1,UEFA European Championship,Rome,Nigeria,False
2020-06-04,Saudi Arabia,Greece,1,2,Friendly,Lagos,Mexico,True
2020-06-06,Portugal,Ghana,3,2,Friendly,Cairo,Cameroon,False
2020-06-09,Japan,Peru,2,0,UEFA Euro qualification,Montevideo,Argentina,True
2020-06-11,Senegal,Belgium,1,1,UEFA European Championship,Berlin,Italy,False
2020-06-11,Netherlands,Peru,1,1,Copa America,Mexico City,England,True
2020-06-23,Netherlands,Portugal,1,1,UEFA Euro qualification,Seoul,Japan,False
2020-06-24,Iran,Portugal,3,0,AFC Asian Cup,London,Cameroon,False
2020-07-11,Iraq,Japan,0,1,UEFA European Championship,Cairo,Croatia,False
2020-07-18,India,Sweden,2,0,Africa Cup of Nations,Lisbon,Germany,False
2020-07-22,Spain,Belgium,0,3,Friendly,New York,England,False
2020-07-22,China,Poland,0,0,Friendly,Sydney,South Korea,True
2020-07-27,Saudi Arabia,Uruguay,1,1,Friendly,Tokyo,Argentina,True
2020-08-01,Morocco,Sweden,3,2,Friendly,Berlin,Cameroon,False
2020-08-03,Ecuador,Italy,2,3,CONCACAF Gold Cup,Berlin,Mexico,False
2020-08-07,Netherlands,Japan,2,2,Friendly,Los Angeles,Belgium,True
2020-08-10,Uruguay,Denmark,2,2,Friendly,Rome,Mexico,False
2020-08-13,Colombia,Wales,4,0,CONCACAF Gold Cup,Buenos Aires,South Korea,False
2020-08-30,Peru,Ireland,1,4,CONCACAF Gold Cup,Rome,Belgium,False
2020-09-05,Romania,Cameroon,2,0,UEFA European Championship,Buenos Aires,Argentina,False
2020-09-06,Senegal,Japan,0,4,AFC Asian Cup,Seoul,Argentina,True
2020-09-14,England,Czech Republic,3,0,FIFA World Cup,New York,Argentina,False
2020-09-14,Cameroon,New Zealand,1,2,Copa America,London,Germany,False
2020-09-25,Chile,Cameroon,1,2,FIFA World Cup,Rome,Nigeria,True
2020-10-06,Scotland,Ghana,2,0,UEFA European Championship,Sydney,Argentina,False
2020-10-13,England,Wales,0,0,FIFA World Cup qualification,Lisbon,South Korea,False
2020-10-18,Greece,Saudi Arabia,1,0,AFC Asian Cup,Paris,Uruguay,False
2020-10-27,Senegal,Cameroon,1,0,Africa Cup of Nations,New York,Brazil,False
2020-11-02,Paraguay,Portugal,0,2,Friendly,Seoul,Italy,True
2020-11-03,Saudi Arabia,Belgium,1,0,FIFA World Cup,Lagos,Italy,True
2020-11-14,Peru,Nigeria,3,0,FIFA World Cup,Rome,Germany,False
2020-11-18,Sweden,Colombia,2,0,UEFA European Championship,London,Cameroon,False
2020-11-30,New Zealand,Ecuador,3,0,Friendly,Mexico City,Japan,False
2020-12-05,United States,China,1,1,Friendly,Mexico City,Spain,True
2020-12-09,Belgium,Hungary,0,3,Friendly,Mexico City,Belgium,False
2020-12-10,Colombia,Hungary,1,1,Africa Cup of Nations,Montevideo,Uruguay,True
2020-12-11,Ecuador,Germany,0,2,Africa Cup of Nations,Tokyo,Nigeria,False
2020-12-18,Iran,Ireland,1,0,Friendly,Sao Paulo,Italy,False
2020-12-23,United States,Russia,1,1,Friendly,New York,South Korea,False
2020-12-23,Iran,Nigeria,1,1,Africa Cup of Nations,Los Angeles,Germany,False
2020-12-24,Saudi Arabia,Ghana,0,1,Friendly,Paris,France,False
2020-12-28,Sweden,France,0,0,UEFA European Championship,Madrid,Spain,True
2021-01-03,Romania,Italy,2,1,AFC Asian Cup,Mexico City,Australia,False
2021-01-07,Brazil,India,0,1,AFC Asian Cup,Tokyo,Spain,False
2021-01-09,Sweden,Japan,0,2,FIFA World Cup qualification,London,Germany,False
2021-01-20,Argentina,Spain,1,0,AFC Asian Cup,Cairo,United States,False
2021-01-22,Ghana,Peru,1,0,AFC Asian Cup,Madrid,Belgium,False
2021-02-19,Czech Republic,Brazil,3,0,Copa America,Tokyo,Belgium,True
2021-02-21,Peru,Sweden,0,0,Copa America,Montevideo,Italy,False
2021-02-25,Portugal,Russia,0,3,Friendly,Berlin,England,False
2021-02-25,Russia,Nigeria,1,2,Friendly,Lisbon,Japan,False
2021-03-06,Egypt,Ireland,1,0,Friendly,Sao Paulo,Germany,True
2021-03-15,Scotland,Iran,4,0,UEFA Euro qualification,Madrid,Sweden,False
2021-03-21,Denmark,Hungary,2,4,FIFA World Cup qualification,Madrid,Belgium,False
2021-03-25,South Korea,South Africa,4,1,Friendly,Los Angeles,Australia,False
2021-03-30,South Africa,South Korea,4,1,Copa America,Tokyo,Germany,False
2021-03-31,Hungary,Germany,5,1,FIFA World Cup,Buenos Aires,Mexico,False
2021-04-04,Czech Republic,Morocco,2,0,Friendly,Cairo,France,False
2021-04-09,Germany,Saudi Arabia,1,0,UEFA Euro qualification,Madrid,Japan,True
2021-04-10,Ghana,Egypt,2,2,Copa America,Buenos Aires,Argentina,False
2021-04-15,China,Iran,0,1,Copa America,Sao Paulo,Portugal,False
2021-04-28,Italy,Cameroon,0,2,AFC Asian Cup,Los Angeles,United States,True
2021-05-16,England,United States,0,1,FIFA World Cup qualification,Buenos Aires,Sweden,True
2021-05-21,Egypt,Senegal,2,2,UEFA European Championship,Buenos Aires,France,False
2021-05-21,Germany,China,3,1,FIFA World Cup,Tokyo,England,False
2021-05-27,Netherlands,Ecuador,3,4,Friendly,Seoul,Belgium,False
2021-05-28,Iraq,Spain,4,0,Friendly,Cairo,Portugal,False
2021-06-01,Brazil,Japan,2,1,FIFA World Cup qualification,Lagos,Uruguay,False
2021-06-11,Sweden,Argentina,2,1,UEFA Euro qualification,Amsterdam,Croatia,False
2021-06-16,Paraguay,New Zealand,2,0,UEFA Euro qualification,Amsterdam,Netherlands,False
2021-06-29,Brazil,Netherlands,1,2,UEFA Euro qualification,Sao Paulo,Nigeria,False
2021-07-01,Nigeria,Ghana,4,0,Friendly,Rome,England,False
2021-07-02,India,Romania,2,1,CONCACAF Gold Cup,Los Angeles,South Korea,False
2021-07-02,France,Belgium,2,1,FIFA World Cup,Los Angeles,United States,False
2021-07-03,Germany,Mexico,1,1,CONCACAF Gold Cup,Sydney,United States,True
2021-07-08,Wales,Australia,1,1,UEFA Euro qualification,Mexico City,South Korea,False
2021-07-08,Belgium,Brazil,1,4,AFC Asian Cup,Los Angeles,South Korea,True
2021-07-10,Nigeria,Egypt,1,1,Copa America,Tokyo,Nigeria,False
2021-07-12,Denmark,Ghana,1,2,FIFA World Cup,New York,South Korea,False
2021-07-12,Cameroon,Czech Republic,1,0,AFC Asian Cup,Seoul,Japan,False
2021-07-18,Belgium,Ireland,4,2,Africa Cup of Nations,Montevideo,England,False
2021-07-22,England,Sweden,0,0,FIFA World Cup qualification,Rome,South Korea,False
2021-07-22,Ireland,France,4,1,FIFA World Cup,Paris,Nigeria,True
2021-07-25,India,Norway,1,0,UEFA European Championship,New York,France,True
2021-07-28,Ghana,Hungary,0,0,Friendly,Sydney,Netherlands,False
2021-07-28,France,Ecuador,1,0,CONCACAF Gold Cup,Mexico City,Nigeria,False
2021-08-02,Morocco,Ecuador,0,1,FIFA World Cup qualification,Paris,Argentina,False
2021-08-05,Spain,Germany,1,0,AFC Asian Cup,Madrid,Sweden,False
2021-08-06,Ecuador,Italy,2,0,FIFA World Cup qualification,Amsterdam,Argentina,False
2021-08-10,Paraguay,Spain,1,0,UEFA Euro qualification,Sydney,Uruguay,False
2021-08-10,Argentina,Egypt,3,2,Friendly,Rome,Brazil,False
2021-08-13,China,Romania,2,1,Copa America,Amsterdam,Germany,False
2021-08-31,Romania,Ireland,0,4,Africa Cup of Nations,Seoul,Italy,False
2021-09-02,Norway,Cameroon,0,1,FIFA World Cup qualification,Tokyo,Germany,False
2021-09-07,Argentina,Saudi Arabia,1,1,Friendly,Berlin,Uruguay,False
2021-09-14,New Zealand,Chile,0,0,Copa America,Sydney,Netherlands,False
2021-09-25,Uruguay,Wales,4,1,FIFA World Cup,Sao Paulo,France,False
2021-09-27,Croatia,Iraq,2,0,Friendly,Sao Paulo,Japan,True
2021-10-09,Romania,South Africa,1,0,FIFA World Cup qualification,Los Angeles,France,False
2021-10-10,Ecuador,Portugal,1,1,Friendly,Seoul,France,False
2021-10-17,Morocco,Saudi Arabia,0,2,Copa America,Montevideo,Sweden,False
2021-10-21,Germany,New Zealand,0,1,AFC Asian Cup,Seoul,Portugal,False
2021-10-22,South Africa,Germany,1,0,Friendly,Seoul,Sweden,False
2021-10-23,New Zealand,Peru,5,2,UEFA European Championship,Cairo,Uruguay,False
2021-10-29,Wales,England,1,1,Copa America,Los Angeles,Croatia,False
2021-10-30,Uruguay,United States,1,0,FIFA World Cup qualification,Sao Paulo,United States,False
2021-11-04,Russia,Ireland,2,1,FIFA World Cup qualification,Berlin,Croatia,False
2021-11-14,Australia,Ghana,3,1,CONCACAF Gold Cup,Tokyo,United States,False
2021-11-21,Ecuador,Denmark,1,1,FIFA World Cup qualification,Lagos,Italy,True
2021-11-22,Iraq,Germany,0,0,Copa America,Lagos,Sweden,False
2021-11-23,Japan,Uruguay,1,1,FIFA World Cup,Los Angeles,Nigeria,False
2021-11-25,Iran,Ireland,0,0,UEFA European Championship,Paris,Argentina,True
2021-12-09,Croatia,Greece,1,1,CONCACAF Gold Cup,Rome,Brazil,False
2021-12-12,Mexico,Ghana,3,1,FIFA World Cup qualification,Amsterdam,Netherlands,False
2021-12-13,Czech Republic,Senegal,4,1,Africa Cup of Nations,Seoul,Sweden,False
2021-12-22,Egypt,United States,3,1,FIFA World Cup,London,Mexico,True
2021-12-30,Ecuador,South Africa,3,2,UEFA European Championship,Los Angeles,Spain,True
2022-01-04,England,Poland,3,1,Africa Cup of Nations,Seoul,Australia,False
2022-01-10,Paraguay,Turkey,1,1,Copa America,Madrid,England,False
2022-01-16,South Africa,Germany,0,0,Friendly,Montevideo,Uruguay,False
2022-01-20,Saudi Arabia,Chile,1,0,Friendly,Sydney,England,False
2022-01-29,Mexico,Netherlands,4,2,AFC Asian Cup,London,Japan,True
2022-01-30,Belgium,Sweden,2,0,Friendly,Tokyo,Argentina,False
2022-01-31,Uruguay,Chile,2,1,UEFA Euro qualification,Seoul,South Korea,False
2022-01-31,Greece,Bolivia,2,1,Copa America,Sao Paulo,France,True
2022-02-01,Italy,Chile,1,0,UEFA Euro qualification,Sydney,Netherlands,True
2022-02-04,Turkey,Peru,2,2,Friendly,Seoul,Sweden,True
2022-02-21,India,Paraguay,0,2,Friendly,Rome,Australia,False
2022-02-21,Chile,Saudi Arabia,1,0,UEFA Euro qualification,Montevideo,Argentina,False
2022-02-23,China,Japan,1,1,UEFA European Championship,Lisbon,Sweden,False
2022-02-26,United States,India,2,1,Africa Cup of Nations,Amsterdam,Croatia,True
2022-03-12,United States,China,2,1,Africa Cup of Nations,Amsterdam,Sweden,False
2022-04-01,Scotland,China,0,2,CONCACAF Gold Cup,Mexico City,Netherlands,False
2022-04-12,Italy,New Zealand,0,1,Friendly,Buenos Aires,Cameroon,True
2022-04-15,Nigeria,Czech Republic,3,1,Friendly,New York,England,True
2022-04-15,Hungary,Germany,0,1,FIFA World Cup qualification,Amsterdam,United States,False
2022-04-16,Uruguay,France,4,1,Copa America,Sao Paulo,Cameroon,False
2022-04-18,Australia,Sweden,1,1,FIFA World Cup,Seoul,Australia,False
2022-04-23,Portugal,New Zealand,1,0,Friendly,Paris,Sweden,True
2022-04-24,Iran,Peru,1,0,Friendly,Madrid,Argentina,False
2022-04-26,England,Argentina,0,5,Friendly,New York,Spain,False
2022-05-04,Turkey,Ghana,5,2,Copa America,Mexico City,Croatia,True
